SubjectID	Day_Period	Aerococcus	Anaerococcus	Ureaplasma	Parvimonas	L. iners	Finegoldia	Staphylococcus	Porphyromonas	Atopobium	Gardnerella	L. crispatus	Peptostreptococcus	Sneathia	Streptococcus	Prevotella	Peptoniphilus	Incertae_Sedis_XI.1	L. gasseri	Corynebacterium	Dialister	L.otu5	L.otu3	Ruminococcaceae.3
1.1	0	4.06E-05	0.001946433	0	0.010729823	0.041896541	0.000776263	0	0.000515256	0.493338144	0.001938111	0.012953507	0.000501744	0.09023194	9.28E-05	0.029041175	0.006782664	7.35E-05	0	0.002242033	0.001775512	0.004938623	0.000580528	0.034587442
1.1	7	0.000894302	0.001420738	0.000192364	0.007972242	0	0.000546652	1.30E-05	0.000352632	0.667317462	0.004372356	0.01138118	0.000352439	0.052758775	7.71E-05	0.021880499	0.004933373	7.17E-05	1.99E-09	0.001818097	0.001495024	0.003368687	0.000407992	0.022454719
1.1	14	0.001562461	0.001277003	0.000645413	0.007290235	0	0.000472524	3.71E-05	0.000295238	0.713505255	0.006562392	0.011915082	0.000305654	0.029839318	7.75E-05	0.020216922	0.004416682	8.02E-05	2.55E-06	0.001799853	0.001516379	0.002818257	0.00035214	0.018032134
1.1	21	0.002400226	0.001336236	0.001156706	0.00775549	0	0.000474036	6.50E-05	0.000285761	0.713160928	0.009563918	0.014161875	0.000309693	0.014110915	8.95E-05	0.02165515	0.004601125	9.96E-05	5.10E-06	0.002057682	0.001758479	0.002735205	0.000352907	0.017039326
1.1	28	0.003523482	0.00150528	0.001824065	0.008874398	0.021289333	0.000510509	0.000102019	0.000295574	0.659881843	0.013712503	0.01775963	0.000339331	0.007527191	0.000109933	0.024865589	0.005157962	0.000129004	8.18E-06	0.002513506	0.002161946	0.002850049	0.000379823	0.017655562
1.1	35	0.004411346	0.00154767	0.002382666	0.009258553	0.152785823	0.000500537	0.000133287	0.000276879	0.501601845	0.016981488	0.019987507	0.000341163	0.021060491	0.000121842	0.025947524	0.005275036	0.000148655	1.06E-05	0.002782243	0.002393617	0.002706015	0.000372268	0.017145118
1.1	42	0.004846675	0.001460401	0.002694102	0.0088545	0.298751086	0.000449497	0.000151152	0.000236125	0.340446881	0.018580592	0.020347645	0.000316713	0.049371144	0.000122694	0.024743384	0.004949032	0.000154078	1.17E-05	0.002807206	0.002403228	0.002357645	0.000334214	0.015797079
1.1	49	0.005042878	0.001348195	0.002863268	0.008273687	0.433383368	0.000394373	0.000161382	0.000195379	0.226589198	0.019334083	0.02000771	0.000289539	0.04702621	0.000119763	0.022985752	0.004540746	0.000153643	1.20E-05	0.002752961	0.002335052	0.002013181	0.000293095	0.014771184
1.2	0	0.004119982	0.000803655	0.002545623	0.005143466	0.170915306	0.000167266	0.000154389	3.63E-05	0	0.016970922	0.013952242	0.000198921	0.638114735	8.55E-05	0.012514143	0.002545995	0.000114141	5.79E-06	0.002186544	0.001530538	0.000925778	0.000115973	0.020798337
1.2	7	0.005545899	0.001097204	0.003446355	0.007009884	0.039724539	0.000225454	0.000211722	4.33E-05	0.161795202	0.023173471	0.018758441	0.00028045	0.54151747	0.00011612	0.016688523	0.003448741	0.000154675	6.77E-06	0.00302574	0.002047351	0.001311225	0.000152553	0.031640789
1.2	14	0.008610516	0.001741568	0.005378117	0.011093605	0	0.000356431	0.000335029	6.13E-05	0.60016385	0.036537977	0.029153196	0.000459832	0	0.000182584	0.025839349	0.005431375	0.00024257	8.77E-06	0.004851216	0.003166728	0.002184026	0.000234321	0.055567146
1.2	21	0.008570033	0.001785247	0.005376539	0.011325499	0	0.000367141	0.00034003	5.75E-05	0.594082496	0.036973871	0.029103453	0.000486748	0	0.000184675	0.025814351	0.005524389	0.000244719	6.85E-06	0.005007566	0.003147184	0.002370307	0.000233495	0.0625668
1.2	28	0.009665792	0.002088097	0.006086259	0.013179596	0.029096803	0.000435198	0.000391291	6.38E-05	0.486425915	0.042448821	0.032984643	0.000587395	0	0.000212368	0.029413738	0.006411795	0.000280805	5.45E-06	0.005881499	0.003551903	0.002954141	0.000266701	0.079811304
1.2	35	0.005107937	0.001151751	0.003225332	0.007226288	0.480576216	0.000245213	0.000211107	3.46E-05	0.193557506	0.022862758	0.017546346	0.000333856	0.041276464	0.000114796	0.01580574	0.003509616	0.000151569	1.57E-06	0.003249595	0.001882024	0.001743578	0.000144303	0.047682694
1.2	42	0.003706915	0.000877725	0.002344826	0.005469892	0.548655587	0.000192265	0.00015651	2.69E-05	0.147250348	0.016932128	0.012838984	0.00026175	0.067256869	8.55E-05	0.011740744	0.002654363	0.000112829	1.18E-07	0.002475222	0.001372076	0.001425193	0.000108335	0.039104754
1.2	49	0.003879715	0.000970192	0.002455418	0.006001294	0.451402647	0.000220026	0.000167451	3.13E-05	0.204636562	0.01810913	0.013569549	0.000297111	0.058624923	9.21E-05	0.012662004	0.00291197	0.000121689	0	0.002729438	0.001445269	0.00169124	0.000118435	0.046233785
1.3	0	0.003001776	0.001732812	0.001479241	0.009684545	0	0.000680399	0.000163592	0.000156322	0.533509851	0.018964462	0.012232839	0.000614285	0.10644595	0.000115225	0.020451413	0.004790743	0.000187098	0	0.00448439	0.001301998	0.005866058	0.000214895	0.123388272
1.3	7	0.003054311	0.001924354	0.001369958	0.010643061	0	0.000799693	0.000167828	0.000188698	0.503896898	0.019836346	0.012536175	0.000682404	0.11917444	0.000123543	0.022987881	0.005273598	0.000210081	0	0.004935825	0.001343501	0.006860357	0.000239704	0.135701466
1.3	14	0.003179353	0.002177483	0.001254542	0.011916771	0	0.000957736	0.00017469	0.000231204	0.46709615	0.02113804	0.013062037	0.000770501	0.130902825	0.000135065	0.026438548	0.005912496	0.000241794	0	0.005537668	0.001412913	0.008164037	0.000272223	0.14944213
1.3	21	0.002771562	0.002049613	0.000915802	0.011098555	0	0.0009542	0.000150589	0.000234825	0.527946722	0.018745777	0.011300752	0.000721819	0.115026891	0.000122956	0.025400713	0.005511571	0.00023292	0	0.005170906	0.001237357	0.008072494	0.000256914	0.133964688
1.3	28	0.002185602	0.001728076	0.000560439	0.009257934	0.022856009	0.000851609	0.000115735	0.000212948	0.60277002	0.014907019	0.008745023	0.000604046	0.086501145	0.000100389	0.021949948	0.004599528	0.00020221	0	0.004327679	0.000972572	0.007142635	0.000216916	0.104593375
1.3	35	0.001950368	0.001626797	0.000339975	0.008621876	0.054607492	0.000848739	9.88E-05	0.000214995	0.619999909	0.013260798	0.007549604	0.000562757	0.068729439	9.17E-05	0.021265657	0.004283033	0.000197198	0	0.004047127	0.000856265	0.007050837	0.000204194	0.088190237
1.3	42	0.001887911	0.00163318	0.000165215	0.008561959	0.07829252	0.000902246	8.95E-05	0.000230887	0.624994621	0.012614987	0.006950008	0.000557348	0.054529037	8.94E-05	0.022059679	0.004250082	0.000206298	0	0.004039638	0.000807622	0.007417962	0.00020464	0.076664454
1.3	49	0.001896069	0.001666986	1.95E-06	0.008643388	0.071565452	0.000975436	8.20E-05	0.000251532	0.65682591	0.012248032	0.006511253	0.00055926	0.040294055	8.89E-05	0.023357307	0.004284171	0.000220676	0	0.004103539	0.000779269	0.007931155	0.000208107	0.065447774
1.5	1	0.004740501	0.001430926	0	0.006406269	0.128881982	0.001683728	1.81E-05	0.000417258	0.668143675	0.01130348	0.004415085	0.000229898	0.013352265	7.47E-05	0.038348261	0.002823614	0.00043196	4.25E-05	0.003718872	0.000851205	0.011718019	0.000129606	0.030108588
1.5	8	0.006394565	0.001655053	0	0.007271573	0.003856224	0.002100733	2.07E-05	0.000514198	0.747931124	0.014254281	0.005644327	0.000211347	0.017431201	8.96E-05	0.048156802	0.003107103	0.000551932	5.96E-05	0.004389702	0.001100913	0.014381484	0.000136894	0.0394227
1.5	15	0.008186313	0.001811258	0	0.007793687	0	0.002489307	2.40E-05	0.000601076	0.717605713	0.017235867	0.006964837	0.000162121	0.017655993	0.000102516	0.057498884	0.003202208	0.000670351	7.86E-05	0.004922834	0.001362571	0.01675756	0.000132913	0.047473429
1.5	22	0.009514977	0.001794159	0	0.00754121	0	0.00268176	2.67E-05	0.000638022	0.713821871	0.019104463	0.00791527	8.06E-05	0.012453167	0.000107186	0.062477221	0.00294602	0.000740696	9.32E-05	0.005020631	0.00154218	0.017745994	0.000111704	0.049962051
1.5	29	0.009604013	0.001538042	0	0.006293599	0.085837588	0.002513404	2.73E-05	0.000588467	0.665350605	0.01854971	0.007902648	0	0.004978903	9.80E-05	0.059110092	0.002300044	0.000712357	9.55E-05	0.004455664	0.00152507	0.016343231	7.52E-05	0.043508676
1.5	36	0.009327278	0.001263316	0.000105054	0.005010097	0.211259246	0.002271188	2.79E-05	0.000522681	0.58213094	0.017463304	0.007660273	0	5.06E-05	8.68E-05	0.053961216	0.001670981	0.00066079	9.36E-05	0.003813341	0.001458504	0.014506712	4.14E-05	0.034080225
1.5	43	0.009632869	0.001097594	0.000339809	0.004193028	0.336506342	0.002187259	3.09E-05	0.000494183	0.476485889	0.017599166	0.007949597	0	0	8.23E-05	0.052535069	0.001224992	0.000653422	9.72E-05	0.003478777	0.001489463	0.013718254	1.43E-05	0.025439817
2.1	14	0	3.37E-05	0.00042773	0.032453825	0.681150826	0.001511846	0.000928685	0.000117975	0.03141321	0	0.000316116	0	0	2.99E-05	0.128127658	0.013573935	0.000574995	0	0.000320564	0.001629029	0.005818609	0.001132598	0
2.1	21	0	1.34E-05	0.000177762	0.014468278	0	0.000646475	0.000368179	5.11E-05	0.405840401	0.482645669	0.000160904	0	0	1.42E-05	0.04182969	0.005742479	0.000269531	0	0.000122817	0.00067828	0.002839356	0.000493626	0
2.1	28	0.003941682	1.51E-05	0.000208938	0.018403763	0	0.000792359	0.000407831	6.30E-05	0.571971904	0.293806699	0.000231535	0	0	1.99E-05	0.04322662	0.006915871	0.000360563	0	0.00013038	0.000804586	0.003957225	0.000614309	0
2.1	35	0.011183871	1.66E-05	0.00023916	0.023047857	0.397696864	0.000962646	0.000432095	7.66E-05	0.431277977	0	0.000325622	0	0	2.83E-05	0.052602455	0.008183746	0.000475032	0	0.000130666	0.000939427	0.005437133	0.000753591	0
2.1	42	0.015759551	1.29E-05	0.000188661	0.020168962	0.642862221	0.000824991	0.000306635	6.51E-05	0.072219655	0.123752531	0.000318121	0	0	2.90E-05	0.052881348	0.006756354	0.000437505	0	8.57E-05	0.00076778	0.005228815	0.000647137	0
2.1	49	0.023958961	1.24E-05	0.000179296	0.021650364	0.500486442	0.000878291	0.000249411	6.80E-05	0	0.306871674	0.000379459	0	0	3.73E-05	0.070458224	0.006837039	0.000494561	0	6.13E-05	0.000773359	0.00618089	0.000683428	0
2.2	0	0.053433338	4.21E-05	0	0.002386313	0.091694075	0.001104323	0	2.25E-05	0.606193199	0.103118186	0.000207041	0.000542064	0	0.000133603	0.106819746	0.002935951	0.000159544	0	4.78E-05	0.000808621	0.005801629	0.000258756	0
