SubjectID	Day_Period	Aerococcus	Anaerococcus	Ureaplasma	Parvimonas	L. iners	Finegoldia	Staphylococcus	Porphyromonas	Atopobium	Gardnerella	L. crispatus	Peptostreptococcus	Sneathia	Streptococcus	Prevotella	Peptoniphilus	Incertae_Sedis_XI.1	L. gasseri	Corynebacterium	Dialister	L.otu5	L.otu3	Ruminococcaceae.3
1.1	0	4.06E-05	0.001946433	0	0.010729823	0.041896541	0.000776263	0	0.000515256	0.493338144	0.001938111	0.012953507	0.000501744	0.09023194	9.28E-05	0.029041175	0.006782664	7.35E-05	0	0.002242033	0.001775512	0.004938623	0.000580528	0.034587442
1.1	3	0.000476134	0.001682201	0	0.00934458	0	0.000660915	0	0.000433519	0.600288385	0.003177737	0.012178192	0.000426443	0.072805569	8.49E-05	0.025454795	0.00585337	7.28E-05	0	0.002029301	0.001636322	0.004148185	0.000493807	0.028421917
1.1	6	0.000798066	0.00146905	0.000120443	0.008222677	0	0.000568256	9.27E-06	0.000368138	0.654450827	0.004085229	0.011486366	0.000366377	0.057070464	7.83E-05	0.022527927	0.005103837	7.15E-05	0	0.001852883	0.001516846	0.003518001	0.000424224	0.023606632
1.1	9	0.001081372	0.001350068	0.000326534	0.007613544	0	0.000513861	2.01E-05	0.00032859	0.687190783	0.004954121	0.011330019	0.000331401	0.045145703	7.57E-05	0.020965529	0.004682874	7.29E-05	7.93E-07	0.001777512	0.001473575	0.0031374	0.000383335	0.020647311
1.1	12	0.001363849	0.001291917	0.000517418	0.007339626	0	0.000483563	3.02E-05	0.000305017	0.706219666	0.005882497	0.011573022	0.000312299	0.035474181	7.61E-05	0.020301095	0.004473545	7.66E-05	1.86E-06	0.001772812	0.001484973	0.002911335	0.000360503	0.018824747
1.1	15	0.001666816	0.001275472	0.000711169	0.00729905	0	0.000469211	4.07E-05	0.000291746	0.715806847	0.006926347	0.012136343	0.000303813	0.027218136	7.86E-05	0.020265498	0.004408721	8.23E-05	2.89E-06	0.00182145	0.00153855	0.002785337	0.000349611	0.017735471
1.1	18	0.002007134	0.001291705	0.000920641	0.007444854	0	0.000466761	5.21E-05	0.000285876	0.717901006	0.008136507	0.012997611	0.000303384	0.020078728	8.31E-05	0.020735509	0.004456488	8.99E-05	3.95E-06	0.001916871	0.001629904	0.002731774	0.000347624	0.017176717
1.1	21	0.002400226	0.001336236	0.001156706	0.00775549	0	0.000474036	6.50E-05	0.000285761	0.713160928	0.009563918	0.014161875	0.000309693	0.014110915	8.95E-05	0.02165515	0.004601125	9.96E-05	5.10E-06	0.002057682	0.001758479	0.002735205	0.000352907	0.017039326
1.1	24	0.002860782	0.00140685	0.001429314	0.008221239	0	0.000489717	8.01E-05	0.000290324	0.701498769	0.011259743	0.015646734	0.000322014	0.009705695	9.79E-05	0.022999189	0.004834418	0.000111743	6.38E-06	0.002244948	0.001925472	0.002785862	0.000364468	0.017261262
1.1	27	0.003379347	0.001492019	0.001735751	0.008777101	0.006392816	0.000509358	9.71E-05	0.000296703	0.67801911	0.013182958	0.017354516	0.000337572	0.00760076	0.000107707	0.024585754	0.005116227	0.000125562	7.79E-06	0.00246381	0.002118119	0.002856962	0.000378992	0.017684821
1.1	30	0.003806674	0.001528671	0.001998705	0.009051011	0.054472647	0.000511575	0.000111749	0.000292523	0.619482891	0.014754649	0.018537223	0.000342208	0.008713531	0.000114186	0.025370277	0.00523038	0.000135659	8.96E-06	0.002608831	0.002245385	0.002829539	0.000380568	0.017586147
1.1	33	0.004196048	0.001549122	0.002243127	0.009229711	0.11152399	0.000507969	0.00012543	0.000284841	0.55060459	0.016189209	0.019526708	0.000343471	0.014386881	0.000119495	0.025873497	0.005288264	0.000144348	1.00E-05	0.002728682	0.002348722	0.002771128	0.000377828	0.017388752
1.1	36	0.004502016	0.001541845	0.002443199	0.009242109	0.17385415	0.000495193	0.000136713	0.000272014	0.476964556	0.017314543	0.020146335	0.000338956	0.025132851	0.000122589	0.025895558	0.005251001	0.000150266	1.08E-05	0.002799569	0.002407536	0.0026652	0.000368279	0.01698576
1.1	39	0.004711621	0.001508495	0.002590012	0.009095058	0.237161725	0.000474357	0.000145094	0.000254966	0.405284671	0.018083484	0.020378799	0.000329183	0.03827766	0.000123397	0.025456604	0.005124896	0.000153216	1.14E-05	0.002819914	0.002420594	0.002519746	0.000352742	0.016412758
1.1	42	0.004846675	0.001460401	0.002694102	0.0088545	0.298751086	0.000449497	0.000151152	0.000236125	0.340446881	0.018580592	0.020347645	0.000316713	0.049371144	0.000122694	0.024743384	0.004949032	0.000154078	1.17E-05	0.002807206	0.002403228	0.002357645	0.000334214	0.015797079
1.1	45	0.004937209	0.001408426	0.002771444	0.008585209	0.357683806	0.000424201	0.000155771	0.000217507	0.28498888	0.018920334	0.020191305	0.000303915	0.05459083	0.000121322	0.023939287	0.004760547	0.000153878	1.19E-05	0.002780511	0.00237211	0.002198227	0.000315356	0.015249481
