2,11,1,11,2,0.34753,1.0448,-1.959,-3.6505,-10.402,2.337,1.2714,1.5751,-2.3973,9.9347,5.0168,9.7391,24.325,-0.8086,107.45
2,11,1,3,2,1.6352,-0.22048,-3.9714,-2.8294,3.4188,1.1858,1.7099,2.9417,-0.041574,9.5157,6.0808,19.601,6.7817,7.4494,94.977
2,3,1,11,2,1.7458,0.39984,0.79206,3.3398,-10.152,4.0638,0.10751,3.1615,6.0319,14.056,13.796,36.795,55.696,-0.16833,277.51
1,7,2,7,2,1.0973,-1.1757,-2.1085,-1.5269,-6.7266,3.2964,2.0607,3.2417,0.84707,13.577,6.193,35.988,14.114,1.4871,104.46
1,7,2,7,1,3.2693,5.707,-2.3604,-1.1555,-4.9097,0.68132,1.1761,2.3276,6.0879,8.0862,11.273,40.173,13.668,4.014,97.167
2,11,1,3,2,2.8812,1.1754,-5.7548,-1.8234,3.4125,0.34223,2.2361,4.1671,4.6907,5.8139,8.1036,15.486,16.89,7.0122,106.57
2,3,1,3,2,1.1953,1.2376,0.76989,2.9035,2.3619,2.4024,1.1067,2.2834,5.3556,10.14,8.3563,32.459,21.575,6.9838,173.88
1,7,2,11,2,-1.0864,-0.052913,-2.5383,-1.261,-9.5834,3.4312,0.41622,1.6861,-5.117,10.866,3.6636,-3.6586,22.742,-0.85814,25.293
2,3,2,11,2,-0.54073,1.7579,0.58714,3.1051,-8.5872,1.3228,0.62292,2.7221,-0.025157,6.0569,3.5895,8.4778,19.657,-0.93573,88.5
1,7,2,3,1,5.8422,4.9991,-2.6219,-0.37948,-2.6236,1.8535,1.6756,1.3526,13.243,17.155,10.156,53.859,32.215,3.7689,147.93
1,3,2,11,2,-0.21589,-1.9251,0.082806,1.5183,-9.4563,3.129,0.70099,3.332,-2.24,9.4893,7.6397,9.343,25.546,0.62261,45.795
2,3,1,11,1,-0.10968,3.7039,-1.6342,3.4737,-10.888,2.2125,1.1888,2.6985,-0.49956,8.6157,8.8217,14.33,28.565,-3.1347,131.75
1,7,2,11,1,2.8051,4.0317,-3.0548,-2.3528,-9.1697,0.80768,0.1821,2.0003,4.1723,6.6615,10.396,12.051,30.696,1.4484,42.593
2,3,2,7,2,0.33952,-0.26348,1.8489,2.0803,-4.1094,1.4382,2.0567,2.7716,1.6011,7.1069,3.6488,12.857,19.69,2.8065,104.15
1,11,1,3,2,0.35315,-1.8795,-1.2014,-1.3047,2.6493,2.8836,1.8544,3.7205,0.71368,11.789,0.68713,26.67,12.338,7.9401,86.053
2,3,1,11,2,2.2612,-0.68637,0.15326,0.56453,-7.9702,3.7729,2.0637,4.3036,5.203,17.123,18.395,35.113,65.269,3.267,304.38
1,3,2,11,2,0.18996,-1.8539,0.8947,3.3397,-9.1189,2.1773,1.3405,0.34036,1.8086,8.5357,1.2366,15.264,29.406,-1.2613,53.513
1,7,2,3,1,3.6716,7.4509,-2.7952,-1.2121,-2.5779,3.8052,1.5169,1.7169,6.2577,20.993,14.556,46.448,20.779,3.4465,144.18
1,3,2,3,1,3.9197,4.2509,1.4431,0.71481,-1.9549,2.2002,0.50798,4.989,10.61,13.925,20.557,48.45,38.06,3.1827,128.62
2,11,1,11,2,1.2477,-0.6199,-2.3694,-3.273,-9.2966,5.3548,2.0471,0.70693,0.51344,19.061,13.24,24.904,56.122,-1.2877,250.71
2,11,2,3,1,1.4725,1.5438,-3.631,-2.7063,0.1819,2.2525,1.4162,2.5736,1.8057,8.9077,5.7711,25.607,7.4123,6.9565,111.79
1,7,2,7,1,2.3339,4.7784,-1.6304,-2.2916,-6.1237,0.90448,0.065627,1.0833,3.0278,6.5046,8.0693,31.38,3.9121,0.806,76.259
2,3,2,11,1,1.8289,2.9246,2.1436,3.4757,-11.215,1.4898,1.464,2.733,7.5783,8.7726,5.2009,28.395,45.916,0.41588,222
2,3,2,11,2,-0.010962,2.6527,1.3588,4.7314,-10.048,1.3158,3.1938,2.3245,3.4841,6.5645,0.89768,15.665,29.169,-1.561,133.01
1,3,2,7,2,-0.95195,-3.6362,-0.61797,2.884,-4.4745,3.2143,2.4219,2.3054,-1.2568,11.002,4.5491,12.585,20.456,1.7981,54.109
