2,7,3,1,1,4.3861,12.481,7.8755,-1.5844,-2.7073,21.646,19.845,13.46,14.309,43.896,6.6746,2.0824,60.207,166.96,305.64
2,7,7,1,2,3.7799,9.3408,1.2071,-1.0045,-3.6483,18.721,16.881,-12.09,-25.51,37.229,9.5194,0.416,-70.243,-37.429,-57.067
2,7,7,1,1,2.8419,6.8911,5.874,-1.0453,-1.6423,11.824,14.096,6.2286,8.2329,31.002,6.5128,2.229,36.294,101.61,188.38
1,11,7,1,1,2.4953,4.7934,3.3538,-1.0906,1.5903,7.557,10.292,6.4613,14.168,23.424,6.0079,0.2065,49.694,46.582,96.765
1,11,7,1,2,3.7193,7.9403,0.28175,-1.1636,3.147,12.989,14.603,-15.781,-17.355,32.712,10.559,0.51231,-49.448,61.016,123.44
2,3,11,2,2,3.2018,4.9946,1.0337,-0.36188,0.067661,10.699,14.22,-12.691,-0.93125,28.217,8.1574,0.69556,-3.1961,-10.815,-14.629
1,11,7,1,1,3.9478,8.7,4.8024,-0.19667,3.6776,15.41,16.27,11.822,29.217,33.076,11.17,1.1259,97.505,84.74,171.66
2,3,7,1,1,3.5371,7.2227,5.1791,-2.0458,-3.9454,12.233,13.28,4.6099,2.5315,31.586,10.718,0.76465,17.791,38.12,79.132
1,3,3,1,2,4.3498,12.517,0.65365,-2.7138,4.1287,20.433,18.515,-15.682,-8.5311,41.176,7.8104,-0.42591,-24.598,-34.327,-10.993
1,11,7,2,1,4.4056,8.557,7.2772,-1.4451,2.649,14.56,15.954,15.911,33.593,33.529,9.6404,-0.85404,112.94,85.672,175.22
2,11,11,1,1,3.8253,7.3639,6.9312,0.297,3.1352,14.295,13.8,1.4545,-6.4359,29.11,11.975,1.9877,-3.7606,70.851,138.31
1,3,3,1,1,2.6162,7.3659,4.5474,-3.1003,1.7563,12.084,12.496,9.8753,47.73,28.106,6.0117,1.2973,146.2,237.41,403.58
2,11,7,1,1,1.3341,1.1011,2.6693,0.77749,4.7907,4.439,6.8019,9.1139,15.417,14.935,4.9248,0.97708,55.519,30.658,60.783
2,11,7,1,1,3.2206,3.2812,2.8051,-1.8083,-4.5495,6.4063,9.8352,2.2986,1.0899,21.889,5.1987,-0.81338,10.633,39.088,76.983
2,11,3,1,1,4.0446,13.337,6.4188,-2.1491,-5.6532,22.683,21.772,9.1714,14.324,48.135,8.002,1.0417,54.946,115.27,213.78
1,11,11,2,1,2.9399,5.0965,4.3737,-0.18625,4.9228,10.238,12.296,-1.0135,0.63073,25.904,8.3842,1.5173,9.8954,53.78,115.82
2,11,3,1,1,2.2388,9.7783,6.8319,0.22319,2.1372,17.111,16.736,14.195,42.964,36.428,7.0519,1.3345,137.97,91.24,174.81
1,11,7,2,1,3.065,6.1758,4.2157,-0.55007,2.6348,11.36,13.101,7.9914,18.148,28.9,9.1615,-0.51008,61.931,63.776,131.85
2,7,7,2,2,5.257,10.885,1.2064,0.69448,4.4478,19.685,19.424,-6.8897,3.1335,41.01,11.505,1.0406,11.903,84.05,152.33
1,7,3,2,2,2.1491,6.8456,-0.8082,1.7561,3.1727,15.775,15.234,-9.7087,8.6524,32.702,3.717,0.22016,22.563,73.8,143.21
2,7,11,2,2,2.6052,4.6853,-0.98163,1.0047,5.6556,10.208,11.467,-15.16,-21.215,24.184,7.9925,0.71161,-63.098,-56.435,-94.945
2,3,3,1,2,4.2376,13.705,1.1687,-0.52956,-0.98018,24.619,21.055,-10.455,10.684,44.174,6.6957,0.20742,31.762,58.2,107.42
2,11,3,1,1,4.0276,11.832,5.5819,-0.15593,-0.68561,21.884,22.327,11.029,31.317,44.932,6.7668,1.5311,103.41,116.25,214.6
1,3,3,1,1,2.4953,8.838,7.6571,-1.0766,3.3861,15.345,16.043,17.03,71.379,35.614,6.5458,1.474,219.74,353.42,595.32
1,3,3,1,1,3.7489,11.976,6.0458,-0.92973,4.8815,19.544,18.848,15.405,77.45,41.772,6.0438,0.89087,234.07,380.76,638.72
