1,7,2,3,2,-4.6184,1.8641,3.192,-1.3764,-0.95823,14.091,-6.2152,11.579,-10.948,-15.272,-23.237,-44.434,-43.333,-100.28,-130.84
2,3,1,3,1,0.8354,-0.13,2.1326,3.7306,3.0984,17.304,12.641,7.7126,42.735,23.954,147.79,308.41,533.75,1079.9,1292.5
1,7,1,3,2,1.0828,0.78615,2.1539,-2.5288,-0.27919,9.4362,-2.38,7.6078,0.45371,-6.179,0.36637,-11.702,9.8107,-2.5265,-38.023
1,7,1,3,2,2.5253,-0.021637,2.2426,1.5726,-0.19064,7.2185,4.4205,6.8745,12.733,11.846,41.273,41.351,97.028,163.08,234.99
2,11,1,7,2,-5.4447,-0.060556,3.481,-6.2923,3.2438,13.381,-23.141,3.8421,-34.916,-22.802,-150.37,-400.41,-973.71,-1262.5,-451.09
2,11,2,11,1,-16.787,1.5517,2.4524,-6.1916,0.88703,9.4565,-36.314,3.0073,-68.29,-44.482,-330.29,-841.06,-2113.8,-2729.3,-616.58
2,7,2,3,2,-4.4755,1.5349,2.4548,-0.86171,2.9127,12.99,-6.2052,8.3066,-0.84082,1.9589,6.3912,-8.2241,24.724,38.896,-23.887
2,11,1,11,2,-11.947,-0.60079,3.719,-5.6513,3.7157,14.372,-26.742,4.0909,-40.557,-28.703,-183.39,-443.36,-1100.2,-1433.6,-1226.7
2,7,2,3,2,-3.6397,0.97982,4.5672,-1.179,0.60503,17.055,-4.3628,13.257,-1.9858,-5.2684,2.5605,-12.971,21.956,16.116,-36.043
1,7,2,3,1,-5.5246,2.1876,3.5945,-0.23356,-0.79455,16.45,-7.0866,11.896,-11.344,-16.814,-24.401,-72.464,-76.184,-150.2,-196.78
1,7,2,3,2,-3.6182,2.9045,3.0298,-1.1386,-0.28503,18.82,-4.4728,8.5237,-4.3558,-9.2035,-2.5872,-20.538,15.092,-1.8932,-59.711
1,7,1,3,2,0.21392,0.82672,4.1034,0.74698,-1.0424,16.424,-0.37674,11.655,1.6961,1.9603,18.519,7.7541,65.671,97.214,64.459
2,7,2,11,1,-17.85,1.5827,3.9509,-0.99733,2.0603,17.962,-17.425,6.8146,-25.156,-14.675,-51.52,-165.49,-220.42,-351.1,-150.57
2,7,2,7,2,-6.6886,2.4016,2.047,-0.74375,3.1395,13.633,-6.1366,2.707,-0.094754,2.5771,9.9912,21.767,62.406,95.185,57.87
2,7,2,11,1,-17.665,4.1173,2.8719,1.0431,2.9141,20.495,-16.02,4.5656,-20.576,-9.4825,-33.942,-111.42,-130.08,-210.12,-113.13
2,7,2,11,2,-14.821,2.851,3.5634,-1.0081,-0.91076,17.586,-14.946,4.2168,-25.782,-18.158,-54.806,-134.38,-176.27,-294.85,-143.89
2,7,2,11,2,-17.016,4.9308,4.5669,0.17922,1.6283,25.445,-15.621,3.133,-20.215,-10.002,-31.191,-82.118,-75.687,-132.66,-101.97
1,3,2,3,1,1.3194,4.4575,3.0299,2.9539,0.66387,20.024,13.557,9.2358,36.592,46.004,158.17,291.69,548.92,1115.3,756.63
1,7,2,3,2,-3.4966,2.2699,2.3012,-2.1661,0.72822,12.94,-6.6612,8.33,-4.0111,-13.756,-15.128,-23.087,-12.705,-50.358,-67.355
2,7,2,11,1,-18.747,4.0289,2.879,-0.73344,1.5892,20.517,-18.807,3.5116,-27.508,-15.687,-54.086,-171.68,-218.64,-350.09,-159.89
2,7,2,7,2,-4.7209,2.943,3.7765,-3.2336,-0.28003,20.208,-10.51,2.9577,-14.808,-9.3131,-23.382,-123.01,-117.08,-190.02,-324.28
1,7,1,3,2,0.61476,0.81147,4.2924,-0.70447,-0.37167,15.551,-2.738,13.22,-2.1877,-6.5615,1.9759,-17.557,18.9,8.3843,-53.058
1,7,1,3,2,1.6976,1.8327,2.872,0.12636,-1.0622,12.47,3.125,9.223,9.7536,10.028,35.941,38.613,110.42,177.39,206.44
1,7,1,7,2,-4.6254,0.81175,3.0448,0.48114,0.1486,15.56,-4.9439,4.5565,-3.0192,-11.652,-4.8952,-48.818,-40.929,-88.476,-32.735
2,11,2,3,2,-1.2704,1.8229,1.7924,-6.6199,1.1684,8.7318,-20.757,6.0679,-35.033,-23.083,-162.05,-150.76,-371.53,-517.31,-440.88
