2,1,2,2,1,4.1509,3.847,1.534,0.41174,1.8078,1.9038,13.559,14.192,44.984,14.652,59.339,3.7318,17.533,64.289,146.38
2,1,1,2,2,-2.1202,-0.66338,-0.14488,-0.35143,-1.2619,0.31212,-5.6358,0.71494,1.0633,4.6084,-0.55704,3.8006,0.69164,-1.8879,1.3006
1,1,2,2,1,1.7778,0.23879,-1.892,0.43159,2.1231,0.88171,2.4822,5.7176,14.382,6.4213,13.052,3.6656,5.6697,25.028,33.558
2,2,1,1,1,4.7052,-0.35242,-0.077578,1.4257,3.9739,1.8041,15.252,4.7127,18.42,10.584,34.974,4.2367,13.037,137.92,86.423
2,1,2,2,1,4.9612,1.8163,0.58778,0.55289,1.2015,2.4406,17.216,9.5336,32.024,9.2891,41.605,3.2074,11.8,48.127,118.46
2,1,2,1,1,4.4608,1.1381,-1.4548,0.71097,3.7921,-0.6391,14.355,8.5874,18.674,8.9808,33.214,4.547,12.127,48.921,81.625
2,1,1,1,1,4.0144,1.3637,-0.36981,0.053572,2.0186,-1.2152,13.308,7.873,19.088,13.277,40.442,3.6411,6.2883,35.677,89.211
2,1,1,1,1,1.6309,0.3141,-2.4444,1.7104,1.884,0.43379,6.0923,6.9158,13.517,14.175,25.75,4.2273,3.7449,25.101,62.066
2,1,2,1,1,3.7177,1.6343,-2.2233,0.40748,3.8883,1.7594,13.674,10.278,25.56,13.065,39.013,4.6082,12.276,50.509,102.4
2,1,2,2,1,4.0242,2.2351,0.33406,1.3011,1.2287,2.289,15.239,7.6694,26.009,6.4935,36.024,4.0447,14.213,51.025,99.241
1,1,1,2,1,0.071887,-1.5274,-1.0953,1.9538,2.8209,2.0377,2.5456,2.0983,7.1592,6.1867,5.1181,3.1247,-1.5864,4.9046,24.49
2,1,2,2,1,2.7294,1.2802,-1.1399,0.96512,2.4569,1.1114,10,9.3913,27.851,9.8818,32.105,4.9138,13.118,48.277,93.826
1,1,1,1,1,-0.65492,-0.86692,-1.6884,2.1294,4.7652,1.7974,-0.29759,3.0169,8.4097,7.4734,8.8659,1.5659,-0.75866,2.7493,21.452
2,1,1,1,2,-3.2769,-0.75224,0.30324,1.5766,4.6444,1.6263,-6.6829,4.6265,8.2186,9.2334,13.691,4.2031,0.9866,15.544,18.993
2,1,1,1,1,3.9032,0.23467,-0.35496,3.243,4.7701,0.50754,12.588,6.7313,18.057,12.09,37.539,3.1464,3.5344,29.439,80.287
2,1,1,2,1,4.7141,-0.97992,0.13474,-0.28509,-0.17229,1.9386,15.774,1.3655,7.5201,5.8239,19.573,6.0906,1.172,25.336,58.322
1,1,2,1,1,0.59447,2.335,-0.29023,1.3577,4.1767,0.79747,0.71233,11.965,31.854,12.659,29.582,4.2791,15.819,48.674,54.637
1,1,2,2,1,1.764,1.5225,-0.070097,0.76855,0.42273,0.12898,2.6748,8.5466,23.522,10.646,22.34,5.7565,14.492,46.62,49.922
1,1,1,1,1,1.2743,-0.21372,0.55638,1.3214,4.4026,2.1314,-0.58845,8.9655,29.821,16.993,26.03,3.3089,-0.59433,16.225,54.883
2,1,1,2,2,-4.4106,0.11937,-0.86438,0.84269,1.9686,1.2735,-8.7849,7.5455,8.322,14.555,14.718,5.2941,4.1861,23.282,23.611
2,1,1,1,1,3.1092,0.17162,-2.1661,-0.2882,2.196,1.8584,10.663,5.0973,12.989,11.818,26.266,2.6022,0.87245,19.67,66.624
2,1,2,1,1,4.5214,1.5507,1.052,0.6676,4.4727,1.7525,16.007,10.032,34.536,11.683,49.429,3.9706,11.073,51.49,123.26
2,1,1,1,1,3.8489,0.90727,0.16716,-0.21418,2.9612,2.3123,13.16,7.6902,28.621,13.944,42.118,5.5865,8.3498,43.152,108.57
2,1,2,2,2,-2.3557,2.3153,0.71023,0.73689,0.8875,2.8751,-4.6623,11.775,14.268,13.067,31.616,4.1486,14.28,55.961,42.993
1,1,2,1,1,1.7851,2.8242,-0.37621,0.64885,2.2194,2.0327,2.1488,15.136,44.468,16.845,36.003,3.4935,13.852,47.542,75.681
