SubjectID	Day sample obtained	Gestational day of delivery	4477696	4442130	4453535	4409545	4479989	4483174	4310398	4475758	4483015	1023075	4467992	4447416	4396235	4452538	4479603	4443574	1008348	4465803	1696853
2	59	262	0.005927499	0.002635534	0.006916999	0.000139045	0.45107576	0	0.000117753	0.203547879	0.0020556	0.003008281	0.080592922	2.38E-05	0.000950614	0.001384221	0.010308729	0	0.00119273	0	0.0025572
2	80	262	0.003460386	0.005821757	0.007176288	0.000223498	0.54872321	0.003917446	0.000220031	0.06959744	0.001557494	0.001436357	0.085062034	0	0.001419546	0.001577638	0.007112476	0.006938199	0.00059088	2.87E-06	0.003203208
2	101	262	0.00482872	0.008059876	0.007344969	0.000290406	0.257821579	0.003813985	0.000341238	0.0180676	0.000839953	0.000155781	0.002293125	0.000682693	0.001499626	0.001777515	0.003766028	0.001610591	1.28E-05	1.34E-05	0.003581139
2	122	262	0.004983852	0.006730441	0.008021349	0.000280821	0.202260184	0.009477431	0.000420815	0.500957203	0.00044501	0.000755058	0.027051529	0.001396327	0.000764286	0.001380941	0.006337676	0.013566362	0	6.66E-06	0.002539447
6	181	268	0.024506003	0.005199222	0.065967346	0.024106643	0.634143944	0.003569913	0.000767173	0.013240234	0.044926821	0.0182445	0.01473854	0.014723	0.002289842	0.000189011	0.000231937	0	0.009466774	0.013948262	0.002820322
6	202	268	0.016457182	0.001841878	0.00254008	0.07039116	0.114372881	0.00207832	0.000187982	0.038302114	0.014544641	0.049053343	0.004901734	0.024686903	0.000518155	0.000227409	0.000242123	0	0.049339047	0.03621107	0.001512697
6	223	268	0.00611128	0.000585987	0.012377892	0.075185225	0.39897447	0.004493279	7.12E-05	0.055478761	0.064304957	0.087880549	0.006872706	0.005665029	0.000143404	0.000678837	0.000818242	0.000186986	0.105763787	0.049360447	0.000335792
6	244	268	0.007008124	0.001750576	0.006918077	0.019556348	0.235059077	0.003628661	0	0.037910208	0.055042368	0.081059067	0.004618634	0.002459519	0	0.000667945	0.000940022	0.000291177	0.190232945	0.052758772	0
6	265	268	0.040528087	0.01942064	0.006983947	0.105432882	0.227956481	0.004875094	0	0.058137966	0.073397647	0.101264652	0.006735838	0.005102642	0	0.001032354	0.001687493	0.000521044	0.191505659	0.022378734	0
9	80	273	0.053099849	0.001926926	0.069200039	0.037762212	0.357742316	0.003397802	0.000255573	0.059313134	0.061433884	0	0.016232113	0.085800494	0.009373179	0.001590694	0.000566831	0.006930313	0.000578777	0	0.011635021
9	101	273	0.011665223	0.001775734	0.095827416	0.017037189	0.494344289	0.004612267	0.000245773	0.112627709	0.004041812	0.000839499	0.031162521	0	0.012697596	0.007747076	0.00053003	0.004593316	0.000310547	0.00034166	0.012897809
9	122	273	0.018934898	0.001515495	0.026376406	0	0.555607475	0.006757332	0.000219366	0.080311388	0.05063316	0.000692972	0.017385609	0.028521699	0.011272686	0.001630667	0.000825051	0.002638531	0.000622318	0.00057744	0.011692106
9	143	273	0.048207858	0.00157819	0.005616381	0.02731367	0.374911541	0.010788111	0.000236599	0.078804835	0.022024023	4.18E-05	0.007515725	0.0583623	0.034716652	0.000662718	0.001496143	0.001866647	0.000736686	0.001162612	0.011796381
9	164	273	0.027752164	0.001461452	0.032527248	0.006951952	0.471715175	0.013241778	0.000222388	0.119727152	0.026886933	0	0.023369386	0.035838581	0.008465875	0.009888238	0.002023538	0.001438884	0.000636404	0.00260291	0.00991526
9	185	273	0.021414509	0.001472559	0.03938278	0.007979291	0.462517783	0.015429273	0.00022099	0.030397354	0.058983695	0.001802687	0.025079821	0.058652728	0.029626855	0.01213691	0.002536421	0.001713272	0.005635863	0.035890992	0.008789982
9	206	273	0.053181989	0.001496726	0.012259202	0.010432373	0.216477254	0.015761693	0.000213297	0.106397763	0.012247085	0.007369078	0.085425351	0.090694298	0.058109515	0.004247458	0.00276108	0.002548748	0.103670499	0.002336144	0.008017948
9	227	273	0.068451511	0.001528108	0.015970315	0.011994462	0.312677055	0.013343299	0.000196185	0.048668394	0.031768948	0.018303838	0.023477505	0.171349377	0.070390432	0	0.002520028	0.003950038	0.013129721	0	0.008020422
9	248	273	0.070450276	0.001570683	0.013681236	0.006293362	0.187028548	0.007115652	0.000166652	0.144557804	0.047971516	0.029975986	0.02580325	0.171325077	0.043649452	0.001133401	0.00161185	0.006003384	0.070908756	0.025395061	0.009332982
11	167	275	0.053030273	0.002102946	0.015562092	0.003190429	0	0.041384589	0	0.46011488	0.013794468	0	0.078564662	0.007026573	0.00122804	0.003699961	0	0.001062714	0.001240664	0	0.007209628
11	188	275	0	0.001203862	0.008950214	0.003206694	0.539624648	0.012205802	0.00026041	0.179961191	0.00348546	0.006581277	0.020391914	0.002544248	0.00156733	0.001623231	0.000460952	0	0.000949159	0	0.002532543
11	209	275	0.062315306	0.001730066	0.018613228	0.005422437	0.554549706	0.009981457	0.000543741	0.09911968	0.028951852	0.021540615	0.020128604	0.002743166	0.002796738	0.001978928	0.003274042	0	0.006029553	0	0.002639808
11	230	275	0.045748071	0.002172246	0.032883537	0.007250692	0.519776846	0.007200341	0.000796681	0.137490971	0.028613468	0.027422172	0.010822959	0.00289115	0.003857914	0.002195375	0.006730146	0	0.01041186	0	0.002676914
11	251	275	0.044824528	0.002445534	0.01584442	0.008290179	0.37430239	0.004400376	0.000969201	0.276277167	0.012366922	0.066182938	0.010122589	0.003005257	0.004528016	0.002215464	0.009474647	0.000337543	0.011295864	0	0.002659786
13	194	276	0.006757056	0.000211975	0.00518532	0.004486043	0.061854495	0	0.003551408	0.011506594	0.14404641	0.063604954	0	0.00289017	0.0020403	0	0	0.071310947	0.000633194	0.610169034	0.000487472
13	215	276	0.011382707	0.00027941	0.04100431	0.000341104	0.233854432	0	0.002279027	0.008030319	0.049357619	0.149333307	0.000205737	0.002242798	0.001571289	0.000188105	3.34E-05	0.057679831	0.272249913	0.157883071	0.001793212
13	236	276	0.020904459	0.000328536	0.065794237	0.059597442	0.207930376	2.21E-06	0.001288069	0.005465617	0.066028896	0.127556205	0.000579924	0.001699441	0.00118321	0.000562327	0.000291366	0.089504604	0.227583303	0.109624869	0.0027711
13	257	276	0.007329236	0.000375976	0.029333732	0.053450119	0.167277889	3.89E-06	0.00062332	0.003947079	0.048407038	0.143971329	0.000916956	0.00133618	0.000928849	0.000958296	0.000536607	0.092083075	0.299613937	0.132431533	0.003571405
14	59	276	0.07298915	0.009153328	0.01277653	1.50E-05	0.499484346	0.006750387	0	0.119934567	1.83E-05	0	0.021483193	0.000981827	0.003952184	0.013029824	0	0.015789443	0	0	0.004670882
14	80	276	0.006980758	0.007698401	0.023058672	0.001557157	0.458608423	0.004625951	0.000810796	0.169314068	0	1.09E-05	0.03625221	0.006683828	0.003176655	0.001785437	0.006442354	0.065820418	0	0	0.002714429
14	101	276	0.041478863	0.017203879	0.01699529	0.003178594	0.448944921	0.005112509	0.001547045	0.162639031	0	1.82E-05	0.007836151	0.007690337	0.011672038	0.003342246	0.00349992	0.084248068	0	0	0.004055516
14	122	276	0.042543679	0.005314364	0.028817661	0.003208545	0.505642928	0.007605596	0.001151884	0.13872343	0.000311184	8.31E-06	0.046416178	0.030849091	0.020160624	0.003177509	0	0.010307158	0	0	0.006509346
17	176	278	0.217019516	0.003311882	0.023283784	0.006423276	0.521750054	0.000136578	0.004600543	0.003545999	0.040594134	0.001487187	0.002590909	0.007828344	0.013228282	0.00034807	0	0.006932419	0.002962338	0.027811781	0.002827894
17	197	278	0.11431339	0.00523671	0.02524274	0.016783451	0.427168085	0	0.005786372	0.005996035	0.092495084	0.006032044	0.002896307	0.00463824	0.008073629	0.000163995	0.000559076	0.006411422	0.067810504	0.029521417	0.002884926
17	218	278	0.195168899	0.006738023	0.030163027	0.019016592	0.445415975	0	0.006878885	0.016263032	0.012728993	0.008428161	0.003125146	0.002346772	0.016560856	6.86E-05	0.001552672	0.005811291	0.004705693	0.020878849	0.002924125
17	239	278	0.210695609	0.007691799	0.035719741	0.018883302	0.406296299	0	0.007723484	0.015031105	0.045139019	0.00889006	0.003231232	0.00096762	0.016726977	5.54E-05	0.002302654	0.005112031	0.011316348	0.029775831	0.002904457
17	260	278	0.142616058	0.007865329	0.038642064	0.018112629	0.378451528	0	0.008025773	0.003401187	0.09456398	0.007705018	0.003127384	0.000469344	0.009567667	0.000107724	0.002707105	0.004269844	0.005908396	0.098591324	0.002748685
18	59	278	0.016325179	0.001018709	0.024778678	0.008788659	0.307584436	0	0.002286285	0.016712452	0.032384954	0.153204629	0.004321534	0.001551918	0	0.002145235	0.001354911	0.005531422	0.299862731	0.035371686	0.001487517
