SubjectID	Day_Period	Aerococcus	Anaerococcus	Ureaplasma	Parvimonas	L. iners	Finegoldia	Staphylococcus	Porphyromonas	Atopobium	Gardnerella	L. crispatus	Peptostreptococcus	Sneathia	Streptococcus	Prevotella	Peptoniphilus	Incertae_Sedis_XI.1	L. gasseri	Corynebacterium	Dialister	L.otu5	L.otu3	Ruminococcaceae.3
1.1	0	0	0.001459041	0	0.0076047	0.722573457	0.000636686	0	0.000453871	0.013985155	0	0.003533073	0.000426434	0.002861872	4.00E-05	0.019267877	0.005126133	0	0	0.001140729	0.000682663	0.00443637	0.000480699	0.036703876
1.1	1	0	0.001725614	0	0.00908797	0.649168663	0.000742258	0	0.000523014	0	0	0.005521965	0.000492647	0.036365413	5.37E-05	0.02337103	0.00605522	8.84E-06	0	0.001461472	0.000949596	0.005090259	0.000559214	0.040846186
1.1	2	0	0.002035973	0	0.010834569	0.552198016	0.000862393	0	0.00060026	0	0	0.008108309	0.000567767	0.070667633	7.09E-05	0.028245493	0.007134599	2.56E-05	0	0.001860128	0.001288411	0.005818327	0.000648449	0.045264025
1.1	3	0	0.00243038	0	0.013068493	0.438874951	0.001012721	0	0.000695823	0	0	0.011585407	0.000662099	0.105196463	9.38E-05	0.034495392	0.008504094	4.86E-05	0	0.002386206	0.001738276	0.006719195	0.000760116	0.050668164
1.1	4	0	0.002495606	0	0.013558816	0.26063237	0.001021944	0	0.000692602	0.148889426	0	0.01385273	0.000664311	0.118040085	0.000105645	0.036193546	0.00871825	6.83E-05	0	0.002623823	0.001989629	0.006665314	0.000765793	0.048725762
1.1	5	0	0.002100471	0	0.011529924	0.090005465	0.000844406	0	0.000564026	0.40859038	0.001059396	0.013299897	0.000546529	0.099450053	9.68E-05	0.031087804	0.007325051	7.30E-05	0	0.002357022	0.001845528	0.005411902	0.000631837	0.038374668
1.1	6	0.000390993	0.0017473	0	0.009689418	0	0.000688862	0	0.000453089	0.584085382	0.002947036	0.012418691	0.000444613	0.077071814	8.71E-05	0.026357307	0.00608194	7.34E-05	0	0.002086182	0.001675773	0.004336955	0.000514791	0.029860852
1.1	7	0.000826284	0.001454	0.000141746	0.008144373	0	0.000561572	1.04E-05	0.000363359	0.658417149	0.004168524	0.011449693	0.00036206	0.055778533	7.79E-05	0.022325022	0.005050779	7.15E-05	0	0.001841656	0.001509649	0.003471978	0.000419202	0.02325248
1.1	8	0.001198717	0.001319665	0.000407332	0.007465317	0	0.000498805	2.44E-05	0.000317162	0.6965324	0.005333316	0.011389782	0.000321835	0.04087376	7.56E-05	0.020597326	0.00457419	7.42E-05	1.25E-06	0.001768273	0.001472681	0.003027646	0.000371999	0.019773162
1.1	9	0.001586125	0.001276321	0.000660403	0.007290386	0	0.000471641	3.79E-05	0.000294359	0.714109822	0.006644563	0.011963048	0.000305148	0.029225462	7.78E-05	0.020223007	0.004413712	8.06E-05	2.63E-06	0.001804357	0.001521105	0.002809942	0.000351468	0.017958463
