SubjectID	Day_Period	Aerococcus	Anaerococcus	Ureaplasma	Parvimonas	L. iners	Finegoldia	Staphylococcus	Porphyromonas	Atopobium	Gardnerella	L. crispatus	Peptostreptococcus	Sneathia	Streptococcus	Prevotella	Peptoniphilus	Incertae_Sedis_XI.1	L. gasseri	Corynebacterium	Dialister	L.otu5	L.otu3	Ruminococcaceae.3
1.1	0	4.06E-05	0.001946433	0	0.010729823	0.041896541	0.000776263	0	0.000515256	0.493338144	0.001938111	0.012953507	0.000501744	0.09023194	9.28E-05	0.029041175	0.006782664	7.35E-05	0	0.002242033	0.001775512	0.004938623	0.000580528	0.034587442
1.1	14	0.001562461	0.001277003	0.000645413	0.007290235	0	0.000472524	3.71E-05	0.000295238	0.713505255	0.006562392	0.011915082	0.000305654	0.029839318	7.75E-05	0.020216922	0.004416682	8.02E-05	2.55E-06	0.001799853	0.001516379	0.002818257	0.00035214	0.018032134
1.1	28	0.003523482	0.00150528	0.001824065	0.008874398	0.021289333	0.000510509	0.000102019	0.000295574	0.659881843	0.013712503	0.01775963	0.000339331	0.007527191	0.000109933	0.024865589	0.005157962	0.000129004	8.18E-06	0.002513506	0.002161946	0.002850049	0.000379823	0.017655562
1.1	42	0.004846675	0.001460401	0.002694102	0.0088545	0.298751086	0.000449497	0.000151152	0.000236125	0.340446881	0.018580592	0.020347645	0.000316713	0.049371144	0.000122694	0.024743384	0.004949032	0.000154078	1.17E-05	0.002807206	0.002403228	0.002357645	0.000334214	0.015797079
1.2	0	0.004119982	0.000803655	0.002545623	0.005143466	0.170915306	0.000167266	0.000154389	3.63E-05	0	0.016970922	0.013952242	0.000198921	0.638114735	8.55E-05	0.012514143	0.002545995	0.000114141	5.79E-06	0.002186544	0.001530538	0.000925778	0.000115973	0.020798337
1.2	14	0.008610516	0.001741568	0.005378117	0.011093605	0	0.000356431	0.000335029	6.13E-05	0.60016385	0.036537977	0.029153196	0.000459832	0	0.000182584	0.025839349	0.005431375	0.00024257	8.77E-06	0.004851216	0.003166728	0.002184026	0.000234321	0.055567146
1.2	28	0.009665792	0.002088097	0.006086259	0.013179596	0.029096803	0.000435198	0.000391291	6.38E-05	0.486425915	0.042448821	0.032984643	0.000587395	0	0.000212368	0.029413738	0.006411795	0.000280805	5.45E-06	0.005881499	0.003551903	0.002954141	0.000266701	0.079811304
1.2	42	0.003706915	0.000877725	0.002344826	0.005469892	0.548655587	0.000192265	0.00015651	2.69E-05	0.147250348	0.016932128	0.012838984	0.00026175	0.067256869	8.55E-05	0.011740744	0.002654363	0.000112829	1.18E-07	0.002475222	0.001372076	0.001425193	0.000108335	0.039104754
1.3	0	0.003001776	0.001732812	0.001479241	0.009684545	0	0.000680399	0.000163592	0.000156322	0.533509851	0.018964462	0.012232839	0.000614285	0.10644595	0.000115225	0.020451413	0.004790743	0.000187098	0	0.00448439	0.001301998	0.005866058	0.000214895	0.123388272
1.3	14	0.003179353	0.002177483	0.001254542	0.011916771	0	0.000957736	0.00017469	0.000231204	0.46709615	0.02113804	0.013062037	0.000770501	0.130902825	0.000135065	0.026438548	0.005912496	0.000241794	0	0.005537668	0.001412913	0.008164037	0.000272223	0.14944213
1.3	28	0.002185602	0.001728076	0.000560439	0.009257934	0.022856009	0.000851609	0.000115735	0.000212948	0.60277002	0.014907019	0.008745023	0.000604046	0.086501145	0.000100389	0.021949948	0.004599528	0.00020221	0	0.004327679	0.000972572	0.007142635	0.000216916	0.104593375
1.3	42	0.001887911	0.00163318	0.000165215	0.008561959	0.07829252	0.000902246	8.95E-05	0.000230887	0.624994621	0.012614987	0.006950008	0.000557348	0.054529037	8.94E-05	0.022059679	0.004250082	0.000206298	0	0.004039638	0.000807622	0.007417962	0.00020464	0.076664454
1.5	1	0.004740501	0.001430926	0	0.006406269	0.128881982	0.001683728	1.81E-05	0.000417258	0.668143675	0.01130348	0.004415085	0.000229898	0.013352265	7.47E-05	0.038348261	0.002823614	0.00043196	4.25E-05	0.003718872	0.000851205	0.011718019	0.000129606	0.030108588
1.5	15	0.008186313	0.001811258	0	0.007793687	0	0.002489307	2.40E-05	0.000601076	0.717605713	0.017235867	0.006964837	0.000162121	0.017655993	0.000102516	0.057498884	0.003202208	0.000670351	7.86E-05	0.004922834	0.001362571	0.01675756	0.000132913	0.047473429
1.5	29	0.009604013	0.001538042	0	0.006293599	0.085837588	0.002513404	2.73E-05	0.000588467	0.665350605	0.01854971	0.007902648	0	0.004978903	9.80E-05	0.059110092	0.002300044	0.000712357	9.55E-05	0.004455664	0.00152507	0.016343231	7.52E-05	0.043508676
1.5	43	0.009632869	0.001097594	0.000339809	0.004193028	0.336506342	0.002187259	3.09E-05	0.000494183	0.476485889	0.017599166	0.007949597	0	0	8.23E-05	0.052535069	0.001224992	0.000653422	9.72E-05	0.003478777	0.001489463	0.013718254	1.43E-05	0.025439817
2.1	14	0	3.37E-05	0.00042773	0.032453825	0.681150826	0.001511846	0.000928685	0.000117975	0.03141321	0	0.000316116	0	0	2.99E-05	0.128127658	0.013573935	0.000574995	0	0.000320564	0.001629029	0.005818609	0.001132598	0
2.1	28	0.003941682	1.51E-05	0.000208938	0.018403763	0	0.000792359	0.000407831	6.30E-05	0.571971904	0.293806699	0.000231535	0	0	1.99E-05	0.04322662	0.006915871	0.000360563	0	0.00013038	0.000804586	0.003957225	0.000614309	0
2.1	42	0.015759551	1.29E-05	0.000188661	0.020168962	0.642862221	0.000824991	0.000306635	6.51E-05	0.072219655	0.123752531	0.000318121	0	0	2.90E-05	0.052881348	0.006756354	0.000437505	0	8.57E-05	0.00076778	0.005228815	0.000647137	0
2.2	0	0.053433338	4.21E-05	0	0.002386313	0.091694075	0.001104323	0	2.25E-05	0.606193199	0.103118186	0.000207041	0.000542064	0	0.000133603	0.106819746	0.002935951	0.000159544	0	4.78E-05	0.000808621	0.005801629	0.000258756	0
2.2	14	0.05290593	5.90E-05	0	0.000697332	0.071105473	0.001355272	0	2.58E-05	0.659710465	0.119271531	0.000144782	0.000593818	0	0.000155815	0.054625132	0.003971929	9.86E-05	0	0.000122124	0.001081092	0.005733217	0.000283764	0
2.3	0	0.041055886	9.92E-05	7.54E-05	0	0.296228344	0.001695972	0.000327074	3.56E-05	0.492627131	0.0830344	0	0.000495938	0	0.000163256	0.037321867	0.006526207	0	0	0.000300482	0.001593704	0.004771827	0.000344569	0
2.3	14	0.055457875	0.000148667	0.000135312	0	0	0.002343452	0.000537537	5.09E-05	0.721929532	0.091570782	0	0.00061593	0	0.000216102	0.060289283	0.009447796	0	0	0.000444012	0.002263646	0.006487993	0.0004819	0
2.4	0	0.058367727	0.000140608	0.000140122	1.30E-05	0.630911374	0.001095283	0.000374391	2.54E-05	0.218283629	0.04198889	0	0.000123245	0	7.67E-05	0.00884575	0.005079946	0	0	0.000231566	0.001215886	0.005677994	0.000210063	0
2.4	14	0.088610981	0.000180858	0.000153376	0.000426265	0.040612914	0.000799827	0.000299749	1.69E-05	0.677091736	0.069044876	0	0	0	3.94E-05	0.086936699	0.003848495	5.05E-07	0	0.000156559	0.001002859	0.007836065	0.000114335	0
3.1	7	0.021355855	0.002880177	0.000392322	0	0.069451333	0.006589513	0	0	0.350320144	0.0161512	0.000588894	0	0.398999019	2.00E-06	0.014879521	0.002007015	9.99E-07	0	0.000916708	0.000186349	0.000828898	9.99E-07	0.061121879
3.1	21	0.014547812	0.001638982	7.96E-05	0	0.047799657	0.002567355	0	0	0.772365821	0.032075706	0.00024299	0.00017601	0.040346068	0	0.006172738	0.001274369	0	0	0.000335998	0.000267398	0.000863815	0	0.055367053
